1958;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;20;27;69;86
1958;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;37;41;60;79
1958;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;44;51;71;82
1958;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;24;43;62;82;85
1958;9;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;28;56;69;77
1958;8;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;18;36;78;82
1958;7;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;7;16;41;60
1958;6;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;51;64;67;73;87
1958;5;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;41;47;80;87
1958;4;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;18;24;46;63;85
1958;3;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;41;43;51;74
1958;2;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;28;36;61;81
1958;1;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;10;43;54;75
1957;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;9;69;73;81
1957;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;19;24;32;78
1957;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;26;59;73;80
1957;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;11;27;38;77
1957;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;67;74;85;86
1957;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;11;15;21;60;90
1957;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;19;27;37;57
1957;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;4;26;46;71
1957;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;32;36;79;87;90
1957;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;40;72;76;83
1957;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;2;8;16;34;45
1957;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;50;66;73;77
1957;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;13;57;69;71
1957;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;8;46;63;73
1957;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;11;27;53;67;71
1957;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;24;54;64;77;80
1957;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;39;74;76;78;80
1957;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;33;46;49;82;88
1957;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;37;40;48;65;70
1957;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;24;27;61;68
1957;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;17;34;51;76
1957;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;14;22;38;86
1957;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;25;49;62;75
1957;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;25;44;48;73
1957;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;13;24;54;63
1957;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;14;26;60;81
1957;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;12;13;15;26
1957;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;49;51;56;81;88
1957;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;12;45;65;89
1957;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;33;46;59;75
1957;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;38;40;65;73
1957;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;20;55;64;73;75
1957;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;52;58;62;67
1957;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;5;27;45;46;48
1957;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;19;35;42;64
1957;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;5;19;20;48
1957;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;12;24;30;75
1957;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;26;33;37;66
1957;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;26;33;38;47;53
1957;13;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;9;19;42;66
1957;12;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;12;24;26;85
1957;11;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;49;64;67;71
1957;10;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;61;71;77;89
